Name,Sys ID,record_id,company,company_clean,domain_clean,phone_clean,address_clean,combined_id,merged_ids,reason
Computer Systems And Methods / EisnerAmper,C48206,C48206,Computer Systems And Methods / EisnerAmper,computer systems and methods / eisneramper,,,,computer systems and methods / eisneramper;;,C38432;C48206,duplicate company or domain
"Computer Systems, Inc.",C48208,C48208,"Computer Systems, Inc.",computer systems,,,,computer systems;;,C32373;C48208,duplicate company or domain
Computer Technology Corporation,C48210,C48210,Computer Technology Corporation,computer technology,,,,computer technology;;,C32871;C48210,duplicate company or domain
"Computer Transition Services, Inc.",C48211,C48211,"Computer Transition Services, Inc.",computer transition services,,,,computer transition services;;,C23869;C48211,duplicate company or domain
Computer Works Inc,C32143,C32143,Computer Works Inc,computer works,,,,computer works;;,C25762;C32143,duplicate company or domain
Computer World Sales & Services,C48212,C48212,Computer World Sales & Services,computer world sales and services,,,,computer world sales and services;;,C36621;C48212,duplicate company or domain
Computers Inc.,C25208,C25208,Computers Inc.,computers,,,,computers;;,C25208;C32562,duplicate company or domain
Computers with a Heart,C48214,C48214,Computers with a Heart,computers with a heart,,,,computers with a heart;;,C25774;C48214,duplicate company or domain
Computerware,C48215,C48215,Computerware,computerware,,,,computerware;;,C33084;C38080;C48215,duplicate company or domain
Computerware Inc,C38080,C38080,Computerware Inc,computerware,,,,computerware;;,C33084;C38080;C48215,duplicate company or domain
Computex Technology Solutions,C40722,C40722,Computex Technology Solutions,computex technology solutions,,,,computex technology solutions;;,C23728;C40722,duplicate company or domain
Computing Resources LLC,C48216,C48216,Computing Resources LLC,computing resources,,,,computing resources;;,C24360;C48216,duplicate company or domain
"ComRes, Inc.",C21770,C21770,"ComRes, Inc.",comres,,,,comres;;,C21770;C48217,duplicate company or domain
COMSTRAT CORPORATION,C48218,C48218,COMSTRAT CORPORATION,comstrat,,,,comstrat;;,C42168;C48218,duplicate company or domain
"Comtec Systems, Inc.",C48219,C48219,"Comtec Systems, Inc.",comtec systems,,,,comtec systems;;,C29466;C48219,duplicate company or domain
"Concentric Technologies, Ltd.",C48221,C48221,"Concentric Technologies, Ltd.",concentric technologies,,,,concentric technologies;;,C23992;C48221,duplicate company or domain
Concertium,C48222,C48222,Concertium,concertium,,,,concertium;;,C34253;C48222,duplicate company or domain
CoNetrix LLC,C25273,C25273,CoNetrix LLC,conetrix,,,,conetrix;;,C25273;C48225,duplicate company or domain
"Connect Partners, Inc.",C29482,C29482,"Connect Partners, Inc.",connect partners,,,,connect partners;;,C29430;C29482,duplicate company or domain
Connect Us Corporation,C48226,C48226,Connect Us Corporation,connect us,,,,connect us;;,C43011;C48226,duplicate company or domain
Connected Technologies,C32351,C32351,Connected Technologies,connected technologies,,,,connected technologies;;,C26866;C32351,duplicate company or domain
Connecting Point,C48228,C48228,Connecting Point,connecting point,,,,connecting point;;,C36436;C43210;C48228,duplicate company or domain
Connecting Point Computer Center,C48229,C48229,Connecting Point Computer Center,connecting point computer center,,,,connecting point computer center;;,C31589;C48229,duplicate company or domain
Connecting Point Inc,C43210,C43210,Connecting Point Inc,connecting point,,,,connecting point;;,C36436;C43210;C48228,duplicate company or domain
"Connectivity Systems, Inc.",C29988,C29988,"Connectivity Systems, Inc.",connectivity systems,,,,connectivity systems;;,C25729;C29988,duplicate company or domain
"ConnX, Inc.",C48230,C48230,"ConnX, Inc.",connx,,,,connx;;,C41107;C48230,duplicate company or domain
"Consortio IT, Inc.",C48232,C48232,"Consortio IT, Inc.",consortio it,,,,consortio it;;,C23714;C48232,duplicate company or domain
ConsulTech,C48234,C48234,ConsulTech,consultech,,,,consultech;;,C28149;C48234,duplicate company or domain
"Contemporary Computer Services, Inc.",C48235,C48235,"Contemporary Computer Services, Inc.",contemporary computer services,,,,contemporary computer services;;,C26521;C48235,duplicate company or domain
Continental Mobile Communications,C48236,C48236,Continental Mobile Communications,continental mobile communications,,,,continental mobile communications;;,C31520;C48236,duplicate company or domain
"CONTINENTAL RESOURCES, INC.",C22889,C22889,"CONTINENTAL RESOURCES, INC.",continental resources,,,,continental resources;;,C22889;C45507,duplicate company or domain
"Continuum, Inc.",C25005,C25005,"Continuum, Inc.",continuum,,,,continuum;;,C25005;C34034,duplicate company or domain
"Controlled Access, Inc.",C48237,C48237,"Controlled Access, Inc.",controlled access,,,,controlled access;;,C36534;C48237,duplicate company or domain
Conventus Corporation,C26174,C26174,Conventus Corporation,conventus,,,,conventus;;,C26174;C36363,duplicate company or domain
"Converge Technology Solutions US, LLC.",C38363,C38363,"Converge Technology Solutions US, LLC.",converge technology solutions us,,,,converge technology solutions us;;,C38363;C51411,duplicate company or domain
"Converging Networks Group, Inc.",C48239,C48239,"Converging Networks Group, Inc.",converging networks group,,,,converging networks group;;,C24645;C48239,duplicate company or domain
"Copperfield Systems, Inc.",C48242,C48242,"Copperfield Systems, Inc.",copperfield systems,,,,copperfield systems;;,C23739;C48242,duplicate company or domain
"Corbett Technology Solutions, Inc.",C48243,C48243,"Corbett Technology Solutions, Inc.",corbett technology solutions,,,,corbett technology solutions;;,C28639;C48243,duplicate company or domain
Core BTS Inc.,C39695,C39695,Core BTS Inc.,core bts,,,,core bts;;,C26399;C39695,duplicate company or domain
Core Networks LLC,C28877,C28877,Core Networks LLC,core networks,,,,core networks;;,C28877;C33673;C33675;C48246,duplicate company or domain
Core Networks LLC,C48246,C48246,Core Networks LLC,core networks,,,,core networks;;,C28877;C33673;C33675;C48246,duplicate company or domain
"Core Networks, LLC",C33673,C33673,"Core Networks, LLC",core networks,,,,core networks;;,C28877;C33673;C33675;C48246,duplicate company or domain
Core Signum,C48247,C48247,Core Signum,core signum,,,,core signum;;,C35638;C48247,duplicate company or domain
Core Technologies Inc,C26920,C26920,Core Technologies Inc,core technologies,,,,core technologies;;,C25134;C26920,duplicate company or domain
Core technology Services INC,C48248,C48248,Core technology Services INC,core technology services,,,,core technology services;;,C23643;C48248,duplicate company or domain
CoreMSP,C48249,C48249,CoreMSP,coremsp,,,,coremsp;;,C31973;C48249,duplicate company or domain
Coretek Services,C48250,C48250,Coretek Services,coretek services,,,,coretek services;;,C22890;C48250,duplicate company or domain
Coretelligent LLC,C34742,C34742,Coretelligent LLC,coretelligent,,,,coretelligent;;,C31073;C34742,duplicate company or domain
"Corinthian Cloud, LLC",C48251,C48251,"Corinthian Cloud, LLC",corinthian cloud,,,,corinthian cloud;;,C23795;C48251,duplicate company or domain
"Corporate Computer, Inc",C48253,C48253,"Corporate Computer, Inc",corporate computer,,,,corporate computer;;,C26078;C48253,duplicate company or domain
"Corporate Data Solutions, Inc.",C23864,C23864,"Corporate Data Solutions, Inc.",corporate data solutions,,,,corporate data solutions;;,C23864;C51738,duplicate company or domain
"Corporate Information Technologies, Inc.",C26645,C26645,"Corporate Information Technologies, Inc.",corporate information technologies,,,,corporate information technologies;;,C25314;C26645,duplicate company or domain
Corporate IT Solutions,C48255,C48255,Corporate IT Solutions,corporate it solutions,,,,corporate it solutions;;,C28516;C48255,duplicate company or domain
"Corporate Technologies, LLC.",C24067,C24067,"Corporate Technologies, LLC.",corporate technologies,,,,corporate technologies;;,C24067;C36894,duplicate company or domain
Corvid Cyberdefense,C48258,C48258,Corvid Cyberdefense,corvid cyberdefense,,,,corvid cyberdefense;;,C37246;C48258,duplicate company or domain
Council Rock Enterprises,C26916,C26916,Council Rock Enterprises,council rock enterprises,,,,council rock enterprises;;,C23249;C26916,duplicate company or domain
"CounterTrade Products, Inc.",C30051,C30051,"CounterTrade Products, Inc.",countertrade products,,,,countertrade products;;,C30051;C34248,duplicate company or domain
"Covi, Inc.",C48260,C48260,"Covi, Inc.",covi,,,,covi;;,C38850;C48260,duplicate company or domain
Craig Computer Co.,C48263,C48263,Craig Computer Co.,craig computer co,,,,craig computer co;;,C24236;C48263,duplicate company or domain
"Cranston IT, Inc",C48264,C48264,"Cranston IT, Inc",cranston it,,,,cranston it;;,C37106;C48264,duplicate company or domain
"Creative Breakthroughs, Inc",C48266,C48266,"Creative Breakthroughs, Inc",creative breakthroughs,,,,creative breakthroughs;;,C33054;C48266,duplicate company or domain
Creative Data Insights,C48268,C48268,Creative Data Insights,creative data insights,,,,creative data insights;;,C43325;C48268,duplicate company or domain
"Creative Network Services, Inc.",C48269,C48269,"Creative Network Services, Inc.",creative network services,,,,creative network services;;,C28824;C48269,duplicate company or domain
"Creative Technology Solutions, Inc.",C42453,C42453,"Creative Technology Solutions, Inc.",creative technology solutions,,,,creative technology solutions;;,C24738;C42453;C48270,duplicate company or domain
"Creative Technology Solutions, Inc.",C48270,C48270,"Creative Technology Solutions, Inc.",creative technology solutions,,,,creative technology solutions;;,C24738;C42453;C48270,duplicate company or domain
"CredenceIO Technologies, LLC",C48271,C48271,"CredenceIO Technologies, LLC",credenceio technologies,,,,credenceio technologies;;,C41209;C48271,duplicate company or domain
Crenza LLC,C48272,C48272,Crenza LLC,crenza,,,,crenza;;,C24429;C48272,duplicate company or domain
Creole Technologies,C30325,C30325,Creole Technologies,creole technologies,,,,creole technologies;;,C25155;C30325;C31077,duplicate company or domain
Creole Technologies Inc.,C31077,C31077,Creole Technologies Inc.,creole technologies,,,,creole technologies;;,C25155;C30325;C31077,duplicate company or domain
"Crimson IT Servicces, Inc.",C48274,C48274,"Crimson IT Servicces, Inc.",crimson it servicces,,,,crimson it servicces;;,C40468;C48274,duplicate company or domain
"CrossRealms, Inc",C48276,C48276,"CrossRealms, Inc",crossrealms,,,,crossrealms;;,C24770;C48276,duplicate company or domain
"Crosswalk Technologies, LLC",C21806,C21806,"Crosswalk Technologies, LLC",crosswalk technologies,,,,crosswalk technologies;;,C21806;C37051,duplicate company or domain
"Crystal Communications, Ltd.",C24947,C24947,"Crystal Communications, Ltd.",crystal communications,,,,crystal communications;;,C24947;C27729,duplicate company or domain
"Crystal Valley Computers, Inc",C48279,C48279,"Crystal Valley Computers, Inc",crystal valley computers,,,,crystal valley computers;;,C24534;C48279,duplicate company or domain
"CS9 Technologies, LLC",C48281,C48281,"CS9 Technologies, LLC",cs9 technologies,,,,cs9 technologies;;,C35796;C48281,duplicate company or domain
"CSCI, Inc.",C48282,C48282,"CSCI, Inc.",csci,,,,csci;;,C28847;C48282,duplicate company or domain
"CSG Industries, LLC",C48283,C48283,"CSG Industries, LLC",csg industries,,,,csg industries;;,C23727;C48283,duplicate company or domain
CSP TECHNOLOGIES INC,C39106,C39106,CSP TECHNOLOGIES INC,csp technologies,,,,csp technologies;;,C35648;C39106,duplicate company or domain
CTS Services Inc.,C48289,C48289,CTS Services Inc.,cts services,,,,cts services;;,C28328;C48289,duplicate company or domain
CTS System Inc.,C48290,C48290,CTS System Inc.,cts system,,,,cts system;;,C29978;C48290,duplicate company or domain
Cubed Inc.,C48291,C48291,Cubed Inc.,cubed,,,,cubed;;,C27263;C48291,duplicate company or domain
Curvature LLC,C21809,C21809,Curvature LLC,curvature,,,,curvature;;,C21809;C48292,duplicate company or domain
"Custom Computer Creations, LLC",C48293,C48293,"Custom Computer Creations, LLC",custom computer creations,,,,custom computer creations;;,C26305;C48293,duplicate company or domain
Custom Storage,C48294,C48294,Custom Storage,custom storage,,,,custom storage;;,C28862;C48294,duplicate company or domain
Customer Focused Inc,C48295,C48295,Customer Focused Inc,customer focused,,,,customer focused;;,C43472;C48295,duplicate company or domain
Customer Support Systems,C34135,C34135,Customer Support Systems,customer support systems,,,,customer support systems;;,C27366;C34135,duplicate company or domain
CVE Technologies Group Inc.,C28459,C28459,CVE Technologies Group Inc.,cve technologies group,,,,cve technologies group;;,C28459;C36542,duplicate company or domain
CVK Corporation,C48296,C48296,CVK Corporation,cvk,,,,cvk;;,C26248;C48296,duplicate company or domain
CWPS,C48297,C48297,CWPS,cwps,,,,cwps;;,C28425;C48297,duplicate company or domain
"Cyber Consulting and Security, LLC",C48298,C48298,"Cyber Consulting and Security, LLC",cyber consulting and security,,,,cyber consulting and security;;,C23369;C48298,duplicate company or domain
"Cyber Defense International, LLC",C48300,C48300,"Cyber Defense International, LLC",cyber defense international,,,,cyber defense international;;,C36816;C48300,duplicate company or domain
Cyber Dream Technologies Corporation,D00329,D00329,Cyber Dream Technologies Corporation,cyber dream technologies,,,,cyber dream technologies;;,C30666;D00329,duplicate company or domain
"Cyber S.A.F.E., inc",C36975,C36975,"Cyber S.A.F.E., inc",cyber f.e,,,,cyber f.e;;,C36975;C38087,duplicate company or domain
"Cyber Solutions Group, Inc.",C30296,C30296,"Cyber Solutions Group, Inc.",cyber solutions group,,,,cyber solutions group;;,C30296;C44445,duplicate company or domain
CyberCloudPro,C48302,C48302,CyberCloudPro,cybercloudpro,,,,cybercloudpro;;,C36191;C48302,duplicate company or domain
Cyber-Construction Inc.,C48303,C48303,Cyber-Construction Inc.,cyber-construction,,,,cyber-construction;;,C24587;C48303,duplicate company or domain
CyberGear,C27816,C27816,CyberGear,cybergear,,,,cybergear;;,C25442;C27816;C39022;C48307,duplicate company or domain
"Cybergear, Inc.",C39022,C39022,"Cybergear, Inc.",cybergear,,,,cybergear;;,C25442;C27816;C39022;C48307,duplicate company or domain
"Cybergear, Inc.",C48307,C48307,"Cybergear, Inc.",cybergear,,,,cybergear;;,C25442;C27816;C39022;C48307,duplicate company or domain
